DEVTYPE_Academia,DEVTYPE_BackEnd,DEVTYPE_Blockchain,DEVTYPE_DataScienceAndAI,DEVTYPE_DevSupport,DEVTYPE_ExecutiveManagement,DEVTYPE_FrontEnd,DEVTYPE_FullStack,DEVTYPE_Management,DEVTYPE_Native,DEVTYPE_ResearchAndDevelopment,age,ai_sent,ai_threat,comp_usd,country,ed_level,home_gni,org_size,per_gni,remote_work,years_code_pre_pro
False,False,False,False,False,False,False,False,True,False,False,1,1,-1.0,31921.8,hong kong,5,57100.0,8,0.56,0,7.0
False,False,False,True,False,False,False,False,False,False,False,3,2,-1.0,44520.0,chile,6,15750.0,5,2.83,0,1.0
False,False,False,False,False,False,False,True,False,False,False,2,1,-1.0,28044.0,taiwan,6,35360.0,6,0.79,0,4.0
False,False,False,False,False,False,False,False,True,False,False,3,1,0.0,197889.18,australia,5,62550.0,4,3.16,2,3.0
False,True,False,False,False,False,False,False,False,False,False,3,2,-1.0,180000.0,united states,5,83660.0,1,2.15,0,0.0
False,False,False,False,False,False,True,False,False,False,False,2,-2,-1.0,97398.0,germany,5,54960.0,2,1.77,2,1.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,79320.0,japan,5,36030.0,5,2.2,1,6.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,17925.0,india,5,2650.0,4,6.76,2,2.0
False,False,False,True,False,False,False,False,False,False,False,1,1,-1.0,60905.01,australia,5,62550.0,4,0.97,1,4.0
False,False,False,False,False,False,False,True,False,False,False,2,2,0.0,16730.0,india,5,2650.0,6,6.31,1,1.0
False,False,False,False,False,False,False,False,False,True,False,3,0,0.0,64932.0,slovenia,5,31640.0,4,2.05,1,4.0
False,False,False,True,False,False,False,False,False,False,False,2,-1,-1.0,76836.2,south korea,6,35490.0,2,2.17,2,3.0
False,False,False,False,False,False,True,False,False,False,False,4,0,-1.0,98944.59,australia,1,62550.0,6,1.58,1,3.0
False,False,False,False,False,False,False,False,True,False,False,3,1,-1.0,89808.0,singapore,5,74750.0,8,1.2,0,5.0
False,False,False,False,False,False,True,False,False,False,False,1,0,1.0,3585.0,india,6,2650.0,2,1.35,0,1.0
True,False,False,False,False,False,False,False,False,False,False,2,1,-1.0,2082.48,bangladesh,5,2820.0,3,0.74,0,5.0
False,False,False,True,False,False,False,False,False,False,False,3,1,-1.0,37726.0,denmark,6,73790.0,7,0.51,1,1.0
False,False,False,False,False,False,True,False,False,False,False,2,1,0.0,200000.0,united states,5,83660.0,6,2.39,1,5.0
False,False,False,False,False,False,True,False,False,False,False,3,0,0.0,79222.0,turkey,6,13150.0,1,6.02,1,3.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,17969.16,united arab emirates,5,49500.0,2,0.36,0,4.0
False,False,False,False,False,False,False,False,False,True,False,2,2,-1.0,250.0,myanmar,5,1220.0,3,0.2,0,9.0
False,False,False,False,False,False,False,True,False,False,False,2,1,0.0,11791.44,south africa,3,6100.0,2,1.93,0,6.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,90248.8,norway,5,98280.0,4,0.92,1,3.0
False,False,False,False,False,False,True,False,False,False,False,3,0,-1.0,44288.4,thailand,5,7120.0,3,6.22,1,5.0
False,False,False,False,False,False,True,False,False,False,False,1,1,-1.0,60000.0,united states,5,83660.0,4,0.72,2,5.0
False,False,False,False,False,False,True,False,False,False,False,3,1,0.0,119311.5,switzerland,5,95900.0,3,1.24,1,2.0
False,False,False,True,False,False,False,False,False,False,False,2,2,-1.0,13930.0,china,5,13660.0,3,1.02,0,7.0
False,True,False,False,False,False,False,False,False,False,False,3,1,-1.0,128627.97,australia,5,62550.0,4,2.06,1,3.0
False,False,False,False,False,False,True,False,False,False,False,1,1,0.0,79541.0,switzerland,3,95900.0,2,0.83,0,0.0
False,False,False,True,False,False,False,False,False,False,False,2,1,-1.0,112137.2,australia,6,62550.0,8,1.79,1,4.0
False,True,False,False,False,False,False,False,False,False,False,2,0,-1.0,119744.0,singapore,5,74750.0,8,1.6,0,4.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,48049.68,austria,5,54160.0,4,0.89,0,8.0
False,False,False,False,False,False,True,False,False,False,False,1,1,-1.0,15384.0,hong kong,5,57100.0,1,0.27,1,4.0
False,True,False,False,False,False,False,False,False,False,False,3,2,-1.0,200000.0,united states,6,83660.0,8,2.39,0,5.0
False,False,False,False,False,False,True,False,False,False,False,3,2,-1.0,29683.38,australia,3,62550.0,0,0.47,2,0.0
False,True,False,False,False,False,False,False,False,False,False,3,2,1.0,30301.6,greece,6,23030.0,5,1.32,1,12.0
False,False,False,False,False,False,True,False,False,False,False,2,0,0.0,104539.6,switzerland,6,95900.0,6,1.09,1,6.0
False,False,False,False,False,False,False,True,False,False,False,3,0,-1.0,70343.0,lithuania,6,26950.0,0,2.61,1,3.0
False,False,False,False,False,False,True,False,False,False,False,1,0,-1.0,16377.0,south africa,1,6100.0,4,2.68,1,5.0
False,True,False,False,False,False,False,False,False,False,False,3,1,-1.0,108220.0,germany,6,54960.0,4,1.97,1,5.0
False,False,False,True,False,False,False,False,False,False,False,3,2,-1.0,54110.0,france,7,45180.0,4,1.2,1,2.0
False,False,False,False,False,False,True,False,False,False,False,2,2,-1.0,14340.0,india,5,2650.0,2,5.41,2,3.0
False,False,False,False,False,False,True,False,False,False,False,2,0,0.0,151508.0,france,6,45180.0,0,3.35,1,5.0
False,True,False,False,False,False,False,False,False,False,False,2,0,-1.0,68136.0,thailand,5,7120.0,5,9.57,1,5.0
False,False,False,False,False,False,True,False,False,False,False,2,0,-1.0,64932.0,slovakia,6,23900.0,4,2.72,2,8.0
False,False,False,False,False,False,False,True,False,False,False,1,2,-1.0,16362.86,spain,7,33410.0,4,0.49,0,3.0
False,False,False,False,False,False,False,True,False,False,False,3,1,0.0,63849.8,germany,5,54960.0,4,1.16,2,2.0
False,True,False,False,False,False,False,False,False,False,False,1,2,-1.0,896.25,india,5,2650.0,3,0.34,0,2.0
False,False,False,False,False,False,False,True,False,False,False,2,1,0.0,96903.66,switzerland,6,95900.0,4,1.01,1,10.0
False,True,False,False,False,False,False,False,False,False,False,2,1,1.0,12906.0,india,6,2650.0,3,4.87,0,5.0
False,False,False,True,False,False,False,False,False,False,False,3,1,-1.0,74238.92,austria,7,54160.0,5,1.37,2,4.0
False,False,False,False,False,False,False,True,False,False,False,2,1,-1.0,28786.52,greece,3,23030.0,3,1.25,1,4.0
False,True,False,False,False,False,False,False,False,False,False,3,0,-1.0,54110.0,france,6,45180.0,6,1.2,1,7.0
False,False,False,True,False,False,False,False,False,False,False,3,1,-1.0,86576.0,germany,6,54960.0,4,1.58,0,6.0
False,True,False,False,False,False,False,False,False,False,False,2,0,-1.0,3026.4,indonesia,5,4910.0,3,0.62,2,4.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,4540.2,russian federation,5,15320.0,1,0.3,2,8.0
False,False,False,False,False,False,True,False,False,False,False,3,0,0.0,70980.0,sweden,0,58820.0,4,1.21,1,0.0
False,True,False,False,False,False,False,False,False,False,False,2,1,1.0,23808.4,greece,6,23030.0,3,1.03,2,7.0
False,True,False,False,False,False,False,False,False,False,False,2,1,1.0,15968.0,viet nam,5,4490.0,2,3.56,0,4.0
False,False,False,True,False,False,False,False,False,False,False,2,1,1.0,71425.2,germany,3,54960.0,3,1.3,2,2.0
False,False,False,False,False,False,True,False,False,False,False,3,1,-1.0,102809.0,france,7,45180.0,8,2.28,1,6.0
False,False,False,True,False,False,False,False,False,False,False,3,2,-1.0,66014.2,malta,6,34660.0,5,1.9,1,2.0
False,False,False,False,False,False,True,False,False,False,False,1,1,0.0,64932.0,germany,5,54960.0,5,1.18,0,3.0
False,False,False,False,False,False,True,False,False,False,False,2,2,0.0,32466.0,germany,5,54960.0,1,0.59,1,2.0
False,True,False,False,False,False,False,False,False,False,False,4,2,-1.0,61685.4,germany,1,54960.0,3,1.12,2,14.0
False,False,False,False,False,False,True,False,False,False,False,2,-2,-1.0,62767.6,germany,1,54960.0,2,1.14,0,5.0
False,True,False,False,False,False,False,False,False,False,False,2,1,1.0,55192.2,france,6,45180.0,3,1.22,1,5.0
False,False,False,False,False,False,False,True,False,False,False,2,1,0.0,6941.6,bangladesh,5,2820.0,5,2.46,1,5.0
False,True,False,False,False,False,False,False,False,False,False,3,1,-1.0,115958.7,israel,6,52940.0,3,2.19,1,4.0
False,False,False,False,False,False,False,True,False,False,False,2,1,0.0,51244.8,poland,5,21560.0,4,2.38,1,1.0
False,True,False,False,False,False,False,False,False,False,False,1,1,-1.0,8616.0,pakistan,5,1430.0,5,6.03,0,4.0
False,True,False,False,False,False,False,False,False,False,False,4,1,1.0,92348.28,australia,5,62550.0,2,1.48,2,5.0
False,False,False,False,False,False,False,False,False,False,True,2,2,0.0,22705.0,india,6,2650.0,2,8.57,1,3.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,43288.0,germany,2,54960.0,3,0.79,1,2.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,34630.4,italy,6,38290.0,4,0.9,1,6.0
False,False,False,False,False,False,True,False,False,False,False,3,-1,1.0,78541.75,germany,3,54960.0,3,1.43,1,4.0
False,False,False,True,False,False,False,False,False,False,False,2,2,-1.0,41123.6,spain,6,33410.0,1,1.23,2,4.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,46152.0,hong kong,5,57100.0,2,0.81,0,1.0
False,False,False,False,False,False,True,False,False,False,False,1,1,1.0,15150.8,greece,3,23030.0,6,0.66,1,5.0
False,False,False,False,False,False,True,False,False,False,False,3,1,-1.0,66384.0,bulgaria,6,15320.0,4,4.33,1,4.0
False,False,False,False,False,False,True,False,False,False,False,2,1,0.0,5771.85,india,5,2650.0,4,2.18,0,1.0
False,False,False,False,False,False,False,True,False,False,False,3,-1,1.0,70343.0,greece,6,23030.0,5,3.05,0,5.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,16882.32,spain,6,33410.0,3,0.51,1,5.0
False,True,False,False,False,False,False,False,False,False,False,2,1,-1.0,17925.0,india,5,2650.0,2,6.76,0,1.0
False,False,False,False,False,False,True,False,False,False,False,3,2,-1.0,162180.0,israel,6,52940.0,6,3.06,1,3.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,54110.0,portugal,5,26620.0,7,2.03,1,4.0
False,False,False,False,False,False,True,False,False,False,False,2,1,0.0,48699.0,belgium,5,54840.0,4,0.89,1,5.0
False,True,False,False,False,False,False,False,False,False,False,1,1,-1.0,29219.4,france,6,45180.0,6,0.65,1,3.0
False,False,False,False,False,False,False,False,True,False,False,3,1,-1.0,87658.2,germany,5,54960.0,6,1.59,1,4.0
False,True,False,False,False,False,False,False,False,False,False,3,-1,-1.0,101726.8,spain,4,33410.0,4,3.04,2,3.0
False,False,False,False,False,False,True,False,False,False,False,2,2,-1.0,45452.4,france,6,45180.0,2,1.01,1,5.0
False,False,False,False,True,False,False,False,False,False,False,2,1,-1.0,97398.0,portugal,5,26620.0,4,3.66,2,6.0
False,True,False,False,False,False,False,False,False,False,False,3,0,0.0,51945.6,italy,6,38290.0,3,1.36,1,3.0
False,False,False,True,False,False,False,False,False,False,False,3,1,-1.0,150000.0,israel,6,52940.0,3,2.83,1,4.0
False,False,False,False,False,False,False,False,False,True,False,2,2,-1.0,67096.4,austria,5,54160.0,3,1.24,1,3.0
False,True,False,False,False,False,False,False,False,False,False,3,0,-1.0,103891.2,finland,5,51710.0,3,2.01,2,10.0
False,False,False,False,False,False,False,False,False,False,True,3,2,0.0,94151.4,belgium,6,54840.0,6,1.72,1,6.0
False,False,False,False,False,False,False,False,False,True,False,2,-2,1.0,40041.4,finland,5,51710.0,3,0.77,1,2.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,7028.37,bangladesh,1,2820.0,2,2.49,0,2.0
False,False,False,False,False,False,True,False,False,False,False,1,1,-1.0,8365.0,india,5,2650.0,4,3.16,0,4.0
False,False,False,False,False,False,True,False,False,False,False,2,1,0.0,113630.0,switzerland,5,95900.0,4,1.18,1,4.0
False,False,False,False,False,False,True,False,False,False,False,3,2,-1.0,53844.0,hong kong,5,57100.0,1,0.94,0,3.0
False,False,False,False,False,False,False,True,False,False,False,1,1,-1.0,7170.0,india,6,2650.0,3,2.71,1,2.0
False,False,False,False,False,False,True,False,False,False,False,2,0,-1.0,84229.6,sweden,5,58820.0,4,1.43,1,9.0
False,True,False,False,False,False,False,False,False,False,False,3,0,0.0,54110.0,france,6,45180.0,8,1.2,1,5.0
False,False,False,False,False,False,True,False,False,False,False,4,1,-1.0,88740.4,spain,6,33410.0,1,2.66,2,4.0
False,False,False,False,False,False,False,False,False,True,False,2,1,-1.0,54110.0,portugal,6,26620.0,1,2.03,1,1.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,40041.4,netherlands,5,62840.0,3,0.64,0,3.0
False,False,False,False,False,False,True,False,False,False,False,1,1,1.0,11817.62,greece,6,23030.0,3,0.51,0,4.0
False,False,False,True,False,False,False,False,False,False,False,1,1,-1.0,89467.0,united kingdom of great britain and northern ireland,5,48610.0,6,1.84,1,1.0
False,True,False,False,False,False,False,False,False,False,False,1,-1,-1.0,24368.2,hungary,6,20690.0,8,1.18,1,6.0
False,False,False,False,False,False,True,False,False,False,False,2,1,1.0,4473.0,algeria,6,5320.0,1,0.84,0,2.0
False,True,False,False,False,False,False,False,False,False,False,2,0,0.0,24970.56,hungary,3,20690.0,3,1.21,1,6.0
False,False,False,False,False,False,False,False,True,False,False,4,1,-1.0,73589.6,france,6,45180.0,6,1.63,1,4.0
False,False,False,False,False,False,True,False,False,False,False,1,1,-1.0,30842.7,france,4,45180.0,4,0.68,0,4.0
False,False,False,False,False,False,False,False,True,False,False,4,2,-1.0,162180.0,israel,5,52940.0,3,3.06,1,3.0
False,False,False,False,False,False,False,False,True,False,False,4,-1,-1.0,110318.54,sweden,5,58820.0,8,1.88,1,6.0
False,False,False,True,False,False,False,False,False,False,False,2,1,-1.0,4276.8,iran,5,4660.0,5,0.92,2,2.0
False,False,False,False,False,False,False,True,False,False,False,2,0,-1.0,43288.0,italy,3,38290.0,3,1.13,1,0.0
False,False,False,False,False,False,True,False,False,False,False,2,2,-1.0,21904.0,hungary,3,20690.0,4,1.06,1,5.0
False,False,False,True,False,False,False,False,False,False,False,2,2,1.0,3585.0,india,5,2650.0,4,1.35,0,0.0
False,False,False,False,False,False,True,False,False,False,False,3,1,1.0,48699.0,netherlands,3,62840.0,3,0.77,1,6.0
False,False,False,False,False,False,True,False,False,False,False,2,2,0.0,43288.0,belgium,5,54840.0,3,0.79,1,4.0
False,False,False,False,False,False,False,False,False,True,False,2,1,-1.0,48699.0,germany,5,54960.0,3,0.89,1,4.0
False,True,False,False,False,False,False,False,False,False,False,5,1,-1.0,108220.0,germany,6,54960.0,0,1.97,2,1.0
False,False,False,False,False,False,False,False,False,True,False,2,1,0.0,7953.6,sri lanka,5,3860.0,3,2.06,1,4.0
False,True,False,False,False,False,False,False,False,False,False,1,1,0.0,14336.99,germany,5,54960.0,5,0.26,0,4.0
False,False,False,True,False,False,False,False,False,False,False,2,2,0.0,8035.0,tunisia,5,3900.0,4,2.06,1,4.0
False,False,False,False,False,False,False,True,False,False,False,3,2,0.0,4164.96,bangladesh,5,2820.0,3,1.48,0,3.0
False,False,False,True,False,False,False,False,False,False,False,2,1,-1.0,99724.48,israel,3,52940.0,3,1.88,1,3.0
False,False,False,False,False,False,True,False,False,False,False,4,1,-1.0,86576.0,germany,7,54960.0,6,1.58,1,0.0
False,False,False,False,False,False,True,False,False,False,False,1,-1,-1.0,52770.45,australia,3,62550.0,3,0.84,1,3.0
False,False,False,False,False,False,False,False,True,False,False,2,1,-1.0,130590.0,denmark,4,73790.0,1,1.77,0,4.0
False,True,False,False,False,False,False,False,False,False,False,3,-1,-1.0,53376.96,sweden,6,58820.0,0,0.91,1,4.0
False,False,False,False,False,False,True,False,False,False,False,1,2,0.0,11951.28,bosnia and herzegovina,1,8630.0,1,1.38,2,6.0
False,True,False,False,False,False,False,False,False,False,False,2,-1,-1.0,53667.5,sweden,7,58820.0,3,0.91,0,7.0
False,True,False,False,False,False,False,False,False,False,False,2,1,-1.0,35640.0,iran,5,4660.0,3,7.65,2,2.0
False,False,False,False,False,False,True,False,False,False,False,1,2,-1.0,1792.5,india,5,2650.0,3,0.68,0,5.0
False,True,False,False,False,False,False,False,False,False,False,5,1,-1.0,164907.65,australia,5,62550.0,8,2.64,0,5.0
False,True,False,False,False,False,False,False,False,False,False,2,1,-1.0,48634.07,germany,3,54960.0,3,0.88,2,9.0
False,True,False,False,False,False,False,False,False,False,False,2,1,0.0,74840.0,singapore,5,74750.0,6,1.0,1,3.0
False,True,False,False,False,False,False,False,False,False,False,2,2,0.0,91987.0,germany,5,54960.0,4,1.67,1,5.0
False,False,False,False,False,False,True,False,False,False,False,4,1,-1.0,48699.0,italy,3,38290.0,1,1.27,1,13.0
False,False,False,False,False,False,True,False,False,False,False,1,1,0.0,10969.2,turkey,5,13150.0,1,0.83,1,4.0
False,False,False,False,False,False,True,False,False,False,False,2,1,0.0,10755.0,india,5,2650.0,2,4.06,0,2.0
False,False,False,False,False,False,True,False,False,False,False,2,1,0.0,7896.07,bangladesh,5,2820.0,4,2.8,0,3.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,36794.8,italy,5,38290.0,4,0.96,0,5.0
False,False,False,False,True,False,False,False,False,False,False,1,1,-1.0,22726.2,finland,1,51710.0,8,0.44,1,2.0
False,False,False,True,False,False,False,False,False,False,False,2,0,-1.0,83329.4,spain,6,33410.0,1,2.49,2,6.0
False,False,False,False,False,False,True,False,False,False,False,2,0,-1.0,105675.9,switzerland,1,95900.0,6,1.1,1,4.0
False,False,False,False,False,False,True,False,False,False,False,1,2,0.0,4763.75,india,5,2650.0,2,1.8,1,1.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,43960.0,poland,6,21560.0,5,2.04,2,2.0
False,False,False,False,False,False,True,False,False,False,False,3,1,-1.0,64932.0,france,4,45180.0,0,1.44,2,2.0
False,False,False,False,False,False,True,False,False,False,False,2,1,0.0,23860.8,sri lanka,5,3860.0,5,6.18,1,1.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,41123.6,slovakia,6,23900.0,4,1.72,1,5.0
False,False,False,False,False,False,False,False,True,False,False,3,1,-1.0,140591.0,united kingdom of great britain and northern ireland,6,48610.0,4,2.89,1,4.0
False,False,False,False,False,False,True,False,False,False,False,3,0,-1.0,1936.2,bulgaria,5,15320.0,3,0.13,0,2.0
False,False,False,False,False,False,False,False,False,True,False,5,1,-1.0,158000.0,united states,5,83660.0,7,1.89,1,13.0
False,False,False,False,False,False,False,False,False,True,False,2,0,-1.0,60900.0,romania,5,17600.0,6,3.46,1,8.0
False,False,False,False,False,False,True,False,False,False,False,1,1,-1.0,16233.0,germany,1,54960.0,4,0.3,0,5.0
False,False,False,False,False,False,True,False,False,False,False,3,2,-1.0,162180.0,israel,5,52940.0,3,3.06,0,15.0
False,False,False,False,False,False,False,False,False,True,False,3,2,0.0,108220.0,spain,3,33410.0,3,3.24,2,1.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,19479.6,spain,5,33410.0,1,0.58,0,3.0
False,False,False,False,False,False,True,False,False,False,False,2,1,0.0,567.45,indonesia,5,4910.0,4,0.12,1,2.0
False,False,False,False,False,False,True,False,False,False,False,2,1,1.0,111440.0,china,5,13660.0,8,8.16,1,10.0
False,False,False,False,False,False,True,False,False,False,False,3,2,1.0,83270.8,norway,5,98280.0,2,0.85,2,8.0
False,False,False,False,False,False,True,False,False,False,False,2,-1,-1.0,70295.5,united kingdom of great britain and northern ireland,5,48610.0,3,1.45,2,0.0
False,False,False,False,False,False,False,False,True,False,False,2,1,-1.0,54110.0,france,7,45180.0,8,1.2,1,5.0
False,False,False,False,False,False,False,False,False,False,True,3,1,1.0,26290.0,india,6,2650.0,5,9.92,1,4.0
False,False,False,False,False,False,False,True,False,False,False,1,1,-1.0,3585.0,india,5,2650.0,3,1.35,0,3.0
False,False,False,False,False,True,False,False,False,False,False,2,-1,-1.0,206159.1,netherlands,5,62840.0,4,3.28,2,2.0
False,True,False,False,False,False,False,False,False,False,False,4,0,-1.0,126237.0,denmark,6,73790.0,8,1.71,1,8.0
False,True,False,False,False,False,False,False,False,False,False,3,0,-1.0,49284.0,hungary,5,20690.0,2,2.38,1,10.0
False,False,False,False,True,False,False,False,False,False,False,3,1,-1.0,48282.35,portugal,6,26620.0,6,1.81,0,8.0
False,False,False,False,False,False,False,False,True,False,False,3,1,0.0,94435.6,norway,6,98280.0,6,0.96,1,10.0
False,True,False,False,False,False,False,False,False,False,False,1,-1,-1.0,15150.8,croatia,6,22080.0,3,0.69,0,5.0
False,False,False,False,False,False,False,False,False,True,False,2,2,-1.0,74130.7,france,6,45180.0,7,1.64,1,6.0
False,False,False,False,False,False,False,False,False,True,False,4,1,-1.0,113630.0,switzerland,5,95900.0,5,1.18,1,10.0
False,False,False,False,False,False,True,False,False,False,False,1,2,1.0,13415.4,kenya,5,2110.0,0,6.36,2,6.0
False,False,False,False,False,False,True,False,False,False,False,3,2,-1.0,71425.2,germany,7,54960.0,3,1.3,1,10.0
False,True,False,False,False,False,False,False,False,False,False,2,-2,-1.0,48266.4,sweden,3,58820.0,3,0.82,1,7.0
False,False,False,False,False,False,False,True,False,False,False,1,0,-1.0,4780.0,india,1,2650.0,2,1.8,0,0.0
False,True,False,False,False,False,False,False,False,False,False,1,-1,-1.0,12797.4,turkey,1,13150.0,3,0.97,1,1.0
False,False,False,False,False,False,True,False,False,False,False,3,0,-1.0,44896.0,georgia,6,8200.0,5,5.48,2,15.0
False,False,False,False,False,False,False,True,False,False,False,3,1,-1.0,54418.0,sweden,6,58820.0,4,0.93,1,14.0
False,False,False,False,False,False,False,True,False,False,False,3,2,-1.0,52880.0,japan,1,36030.0,2,1.47,0,0.0
False,True,False,False,False,False,False,False,False,False,False,3,1,-1.0,43288.0,greece,6,23030.0,6,1.88,1,14.0
False,False,False,False,False,False,False,False,True,False,False,3,-1,-1.0,135275.0,croatia,6,22080.0,3,6.13,2,1.0
False,False,False,False,False,False,False,False,False,True,False,2,1,1.0,65700.0,canada,5,53340.0,3,1.23,2,1.0
False,False,False,False,False,False,True,False,False,False,False,2,1,1.0,23900.0,india,5,2650.0,5,9.02,2,4.0
False,False,False,False,False,False,True,False,False,False,False,1,1,-1.0,6000.0,suriname,1,5870.0,3,1.02,1,5.0
False,False,False,False,False,False,True,False,False,False,False,3,1,0.0,31993.0,colombia,6,7040.0,8,4.54,2,4.0
False,False,False,False,False,False,False,False,False,True,False,4,1,0.0,81165.0,france,6,45180.0,8,1.8,1,2.0
False,False,False,False,False,False,False,False,False,True,False,1,1,0.0,2987.5,india,5,2650.0,1,1.13,0,3.0
False,False,False,False,False,False,False,False,True,False,False,2,1,0.0,195000.0,united states,6,83660.0,4,2.33,1,5.0
False,False,False,False,False,False,False,False,False,True,False,2,1,-1.0,61104.0,armenia,6,7780.0,5,7.85,1,6.0
False,False,False,False,False,False,True,False,False,False,False,1,0,-1.0,16233.0,germany,4,54960.0,2,0.3,0,2.0
False,False,False,False,False,False,False,False,False,True,False,2,-1,-1.0,37856.0,sweden,4,58820.0,2,0.64,0,3.0
False,False,False,False,False,False,False,False,True,False,False,3,2,-1.0,114733.92,argentina,5,13440.0,6,8.54,2,3.0
False,False,False,False,False,False,True,False,False,False,False,1,1,-1.0,6731.04,egypt,5,3510.0,6,1.92,1,5.0
False,False,False,False,False,False,False,False,False,True,False,2,1,-1.0,54110.0,belgium,5,54840.0,3,0.99,1,3.0
False,False,False,False,False,False,False,False,False,False,True,3,2,-1.0,6094.0,turkey,5,13150.0,0,0.46,2,6.0
False,True,False,False,False,False,False,False,False,False,False,3,0,1.0,93698.32,denmark,6,73790.0,3,1.27,1,1.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,57219.6,norway,5,98280.0,1,0.58,1,3.0
False,False,False,True,False,False,False,False,False,False,False,1,1,0.0,9560.0,india,6,2650.0,3,3.61,0,2.0
False,False,False,False,False,False,False,False,True,False,False,2,1,-1.0,65205.0,brazil,5,9950.0,8,6.55,2,4.0
False,False,False,False,False,False,False,False,False,False,True,2,2,0.0,20778.24,italy,3,38290.0,3,0.54,0,6.0
False,False,False,True,False,False,False,False,False,False,False,2,1,-1.0,75754.0,austria,6,54160.0,8,1.4,1,2.0
False,True,False,False,False,False,False,False,False,False,False,2,0,-1.0,75754.0,netherlands,5,62840.0,4,1.21,1,5.0
False,False,False,False,False,False,False,False,True,False,False,2,1,-1.0,153372.0,united kingdom of great britain and northern ireland,5,48610.0,6,3.16,1,6.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,34893.94,poland,5,21560.0,3,1.62,1,4.0
False,False,False,False,False,False,False,False,False,True,False,2,2,-1.0,22585.5,india,5,2650.0,3,8.52,0,5.0
False,False,False,False,False,False,False,False,False,True,False,1,1,0.0,145000.0,united states,5,83660.0,5,1.73,0,10.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,49088.59,netherlands,5,62840.0,3,0.78,0,7.0
False,False,False,False,False,False,True,False,False,False,False,4,2,-1.0,350000.0,united states,6,83660.0,6,4.18,2,12.0
False,False,False,False,False,False,False,False,False,True,False,2,1,-1.0,32656.0,poland,6,21560.0,2,1.51,1,3.0
False,False,False,False,False,False,False,False,False,True,False,1,1,-1.0,24562.08,bulgaria,1,15320.0,2,1.6,0,6.0
False,True,False,False,False,False,False,False,False,False,False,4,1,0.0,42329.2,colombia,5,7040.0,6,6.01,2,7.0
False,True,False,False,False,False,False,False,False,False,False,1,2,-1.0,28137.2,germany,1,54960.0,4,0.51,1,1.0
False,False,False,False,False,False,True,False,False,False,False,1,2,-1.0,4308.0,pakistan,5,1430.0,2,3.01,0,2.0
False,True,False,False,False,False,False,False,False,False,False,2,1,-1.0,100361.13,canada,5,53340.0,1,1.88,2,5.0
False,False,False,False,False,False,True,False,False,False,False,2,1,-1.0,85222.5,switzerland,5,95900.0,3,0.89,1,0.0
False,True,False,False,False,False,False,False,False,False,False,2,1,-1.0,103456.3,denmark,6,73790.0,1,1.4,1,6.0
False,True,False,False,False,False,False,False,False,False,False,2,2,-1.0,75754.0,germany,6,54960.0,5,1.38,2,7.0
False,False,False,False,False,False,True,False,False,False,False,3,0,-1.0,90904.8,austria,3,54160.0,1,1.68,2,5.0
False,False,False,False,False,False,True,False,False,False,False,4,0,1.0,59521.0,germany,3,54960.0,1,1.08,2,13.0
False,False,False,False,False,False,False,True,False,False,False,2,2,-1.0,86576.0,netherlands,3,62840.0,5,1.38,2,1.0
False,True,False,False,False,False,False,False,False,False,False,3,0,-1.0,14658.36,russian federation,7,15320.0,3,0.96,2,14.0
False,False,False,False,False,False,True,False,False,False,False,3,0,-1.0,79242.2,united kingdom of great britain and northern ireland,5,48610.0,4,1.63,2,1.0
False,False,False,False,False,False,False,True,False,False,False,4,1,1.0,83773.09,australia,6,62550.0,4,1.34,1,0.0
False,False,False,True,False,False,False,False,False,False,False,1,1,-1.0,48699.0,france,6,45180.0,8,1.08,0,6.0
False,False,False,False,False,False,False,False,True,False,False,3,1,-1.0,113526.0,israel,6,52940.0,4,2.14,1,6.0
False,False,False,False,False,False,False,False,False,True,False,2,1,0.0,57356.6,netherlands,3,62840.0,3,0.91,1,1.0
False,False,False,False,False,False,True,False,False,False,False,3,1,-1.0,115435.36,australia,5,62550.0,8,1.85,2,9.0
False,True,False,False,False,False,False,False,False,False,False,4,2,-1.0,76786.92,denmark,4,73790.0,2,1.04,0,8.0
